comparison_mode,comparison_label,player_id,player_name,post_soldier_rounds,post_team_damage_per_round,post_damage_per_round,post_kd,post_kills_per_round,post_deaths_per_round,post_friendly_damage_pct,pre_soldier_rounds,pre_team_damage_per_round,pre_damage_per_round,pre_kd,pre_kills_per_round,pre_deaths_per_round,pre_friendly_damage_pct,soldier_rounds_pct_change,team_damage_per_round_pct_change,damage_per_round_pct_change,kd_pct_change,kills_per_round_pct_change,deaths_per_round_pct_change,friendly_damage_pct_pct_change
equal_time,Equal Time,STEAM_0:1:113066980,rQ.HanzzYolo,0,0,0,0,0,0,0,24,1336.6666666666667,7577.625,1.1682626538987688,35.583333333333336,30.458333333333332,14.994648107206125,-100.0,-100.00000000000001,-100.0,-100.0,-100.0,-100.0,-100.0
equal_time,Equal Time,STEAM_0:0:7896233,smile,0,0,0,0,0,0,0,2,1326.0,5476.0,0.7777777777777778,28.0,36.0,19.494266392237577,-100.0,-100.0,-100.0,-100.00000000000001,-100.0,-100.0,-100.0
equal_time,Equal Time,STEAM_0:0:26813481,Nemsy*,0,0,0,0,0,0,0,7,1299.7142857142858,7385.857142857143,1.4345549738219896,39.142857142857146,27.285714285714285,14.964061908912976,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
equal_time,Equal Time,STEAM_0:1:1774174,[220] eZnorb&#x60;,2,1298.5,6765.5,0.9193548387096774,28.5,31.0,16.102430555555557,0,0,0,0,0,0,0,,,,,,,
equal_time,Equal Time,STEAM_0:0:26813481,n E m S y,10,1278.2,6961.2,1.1423841059602649,34.5,30.2,15.513265529043377,0,0,0,0,0,0,0,,,,,,,
equal_time,Equal Time,STEAM_0:0:90069,rufi0,19,1265.2631578947369,9126.368421052632,1.5917355371900825,50.68421052631579,31.842105263157894,12.175789223109689,0,0,0,0,0,0,0,,,,,,,
equal_time,Equal Time,STEAM_0:0:76483,|BC| EDEdDNEdDYFaN,3,1252.0,8896.333333333334,1.7303370786516854,51.333333333333336,29.666666666666668,12.337001149614059,0,0,0,0,0,0,0,,,,,,,
equal_time,Equal Time,STEAM_0:0:4621670,Odi,0,0,0,0,0,0,0,6,1251.0,6892.833333333333,1.1073446327683616,32.666666666666664,29.5,15.361316333422018,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
equal_time,Equal Time,STEAM_0:1:8914480,Carb,0,0,0,0,0,0,0,17,1236.0588235294117,8153.411764705882,1.1436567164179106,36.05882352941177,31.529411764705884,13.164307954467144,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
equal_time,Equal Time,STEAM_0:0:243368586,rQ.K.o.p.iA,0,0,0,0,0,0,0,17,1225.4117647058824,6966.411764705882,1.0862068965517242,29.647058823529413,27.294117647058822,14.958961949145849,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
equal_time,Equal Time,STEAM_0:0:455990175,kacchan,0,0,0,0,0,0,0,2,1202.0,8122.0,1.7777777777777777,40.0,22.5,12.891462891462892,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-99.99999999999999
equal_time,Equal Time,STEAM_0:1:5077420,Nest,0,0,0,0,0,0,0,1,1201.0,5387.0,0.9655172413793104,28.0,29.0,18.230115361262904,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
equal_time,Equal Time,STEAM_0:1:59994,-FOOC- jamie,3,1198.6666666666667,5851.333333333333,0.9489795918367347,31.0,32.666666666666664,17.002364066193852,0,0,0,0,0,0,0,,,,,,,
